afi_hash64;fkFechaCreacionPQR;descCanalRadicacion;descTema;descSexo;edadAfiliado;descCiudadUbicacion;descSegmentoAfiliado;EstadoPO;EstadoPV;EstadoCES;ultimoIBC;valorIngresos;IndicadorUsaClave;descCicloVida;TieneEmail;idAfiliadoTieneClave;descRegional;descOcupacion
00224e970922acf58fc7645a287fc10043c4dff223;44008;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;55;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2326565;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff224;43563;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;24;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2231147;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff225;43816;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;31;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1439615;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff226;43542;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;44;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2680046;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff227;43708;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;27;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1952700;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff228;43880;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;37;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2309438;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff229;43620;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;47;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2015918;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff230;43934;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;31;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1676432;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff231;44006;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;25;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1920259;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff232;43839;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;60;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1476648;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff233;43606;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;36;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1195138;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff234;43978;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;51;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2383539;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff235;43915;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;39;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1909487;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff236;43953;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;52;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;2711964;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff237;43731;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;43;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;1133798;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff238;43649;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;32;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;1098422;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff239;43501;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;23;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;1764061;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff240;43649;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;57;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;1021206;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff241;43861;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;32;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;1565642;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff242;43838;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;39;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;2941154;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff243;43470;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;23;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;2650559;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff244;43554;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;25;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;1939446;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff245;43670;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;25;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;2693743;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff246;43599;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;48;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;2148350;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff247;43962;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;41;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;2032426;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff248;43510;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;50;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;2524944;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff249;43563;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;28;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;2788007;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff250;43675;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;37;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;1205376;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff251;43809;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;30;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;1515539;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff252;43700;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;37;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;2701178;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff253;43994;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;51;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;1368753;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff254;43963;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;25;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;1891597;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff255;43720;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;19;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;2341879;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff256;43688;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;45;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;1175303;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff257;43917;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;36;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;2388160;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff258;43660;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;33;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;1454802;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff259;43799;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;19;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;1108927;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff260;43995;OFICINA DE SERVICIO;PAGOS Y RETIROS;MASCULINO;33;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;992272;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff261;43750;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;18;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;2161301;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff262;43701;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;48;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;1157411;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff263;43657;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;49;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;1605256;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff264;43578;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;19;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;2441449;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff265;43788;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;39;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;2060574;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff266;43897;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;24;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;1445801;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff267;43767;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;27;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;2768470;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff268;43776;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;31;BARRANQUILLA;RENTAS ALTAS;NO TIENE;ACTIVO;INACTIVO;2153628;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff269;43561;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;60;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1090950;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff270;44011;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;19;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1344254;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff271;43676;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;20;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2662301;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff272;43639;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;42;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1558866;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff273;43763;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;23;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2058745;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff274;44009;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;54;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2781255;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff275;43991;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;23;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1977638;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff276;43834;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;47;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1699145;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff277;43846;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;47;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1466938;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff278;43916;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;60;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1259031;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff279;43681;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;35;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2907712;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff280;43865;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;43;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2509202;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff281;43668;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;53;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1540398;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff282;43676;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;36;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2386522;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff283;43743;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;59;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2077706;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff284;43690;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;41;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1734183;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff285;43558;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;43;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2343332;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff286;43623;OFICINA DE SERVICIO;ASESORÍA PENSIONAL;MASCULINO;32;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1953346;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff287;43686;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;27;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1098390;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff288;43887;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;48;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1575965;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff289;43510;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;54;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1781130;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff290;43554;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;29;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2761957;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff291;43809;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;56;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2505797;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff292;43747;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;40;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2962635;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff293;43972;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;42;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2854703;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff294;43552;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;31;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1713402;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff295;43576;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;20;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1528888;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff296;43538;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;59;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1304629;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff297;43608;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;44;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2696099;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff298;43991;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;47;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2915013;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff299;43493;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;42;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2213160;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff300;43623;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;31;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2287692;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff301;43547;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;18;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;975097;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff302;43838;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;26;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2533882;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff303;43489;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;39;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2010078;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff304;43971;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;59;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;802342;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff305;43935;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;31;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2365219;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff306;43759;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;49;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;2239479;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
00224e970922acf58fc7645a287fc10043c4dff307;43835;OFICINA DE SERVICIO;CANALES DE ATENCIÓN;MASCULINO;26;BARRANQUILLA;RENTAS ALTAS;ACTIVO;ACTIVO;INACTIVO;1234831;NaN;NO;INTERMEDIO HOMBRE;SI;NO;REGIONAL CARIBE;EMPLEADO(A)
